POI_x,POI_y,POI_z,phi,node1_x,node1_y,node1_z,node2_x,node2_y,node2_z,node3_x,node3_y,node3_z
0.599908,0.515234,0.000389052,-0.000135606
0.830102,0.16113,0.00759063,-0.000170554
0.503598,-5.42102e-22,-0.00403799,0.0240474
0.980052,0.661646,0.00102244,-6.73596e-05
0.156527,0.138269,0.0679683,0.0183508
0.180199,0,0.0720992,0.0207931
0.0748128,0.984577,0.0483536,-2.36845e-05
0.158225,0.617857,0.0692292,0.0182265
0.313018,0.672397,0.0864874,-0.000144426
0.332946,3.61401e-22,-0.0111749,0.0146685
0.0760823,0,0.0458241,0.0137677
0.299219,0.497761,0.0855387,0.0276135
0.7562,0.238955,0.0432008,-0.000211508
0.00978972,0.39668,0.00192324,0.000769303
0.822922,0.5041,0.0075734,-0.000107517
0.710061,0,0.0510311,-0.000303236
0.163316,0.347288,-0.0182908,0.005207
0.512757,0.377805,0.0778402,0.036895
0.475851,0.564493,0.0813985,-0.000191928
0.0778233,0.0846885,0.0465726,0.0115375
0.128188,0.874501,0.0628862,-4.70897e-05
0.20018,0.379723,0.0760228,0.0213577
0.710008,-1.44566e-21,0.00414366,-0.000255295
0.178286,0.982913,0.0767178,-4.25686e-05
0.146874,-0.847334,-0.0185738,-1.7952e-05
0.00418792,-0.98095,0.000750336,-8.56336e-07
0.413931,0.98,0.0397389,-4.70844e-05
0.497601,-0.675263,-0.00381828,-0.000108345
0.195571,-0.982923,-0.0200579,-1.6655e-05
0.104068,0.98,0.018094,-1.70798e-05
0.747128,-0.742485,0.00573686,-8.32946e-05
0.493164,0.783171,0.0805106,-9.90579e-05
0.00714762,-0.693007,0.00699367,0.00140842
0.328518,0.310491,0.0860134,0.0291875
0.110289,-0.241908,-0.0186848,0.00256151
0.134837,-0.131505,-0.0187909,0.00380132
0.00986377,-0.297256,0.00162501,0.000728062
0.0775825,-0.758832,-0.0174528,-6.81894e-06
0.0389812,0.433289,0.0299883,0.0064514
0.00993039,-0.8909,-0.00117364,-1.11526e-06
0.659467,0.98,0.032113,-4.9914e-05
0.0724007,0.47548,0.0450554,0.0103707
0.0636825,0.689771,0.0418887,-5.67269e-05
0.00820741,-0.198218,0.00570884,0.00127117
0.00993502,-0.791757,-0.00111185,-1.66224e-06
0.507923,-0.844551,-0.00325402,-6.66751e-05
0.504801,-0.981678,-0.00774436,-4.50693e-05
0.259623,-0.260935,-0.0145567,0.010514
0.244362,-0.609401,-0.0151301,0.00964148
0.445537,-0.205591,-0.00636002,0.0208521
0.0773319,-0.631714,-0.0174266,0.00113491
0.437252,-0.383544,-0.00658007,0.0203846
0.163316,-0.347288,-0.0182908,0.00521083
0.153255,-0.698212,-0.0184636,0.00468471
0.235553,0.98,0.0330481,-3.41405e-05
0.712353,-0.984451,0.00313355,-5.03257e-05
0.00985605,-0.593755,0.00167278,0.000734535
0.980052,-0.661646,0.00102244,-7.43358e-05
0.00979496,-0.0987866,0.0020033,-0.5
0.988869,-0.981157,0.00453027,-4.57423e-05
0.309026,-0.744399,-0.0118901,-6.82695e-05
0.2927,-0.88166,-0.0126277,-4.04862e-05
0.493533,0.981681,0.0854236,-6.04165e-05
0.265346,-0.444249,-0.0141971,0.0108171
0.148177,-0.556624,-0.0185747,0.00442081
0.377127,-0.562645,-0.00885982,0.0170826
0.0903459,0.356795,0.0512281,0.0122042
0.0653751,0.822695,0.0427574,-3.50614e-05
0.152608,0.747544,0.0683109,-8.14277e-05
0.0878607,-0.984567,-0.0196152,-3.48952e-06
0.152608,-0.747544,0.0683109,-0.000105381
0.298314,-0.170098,0.0847235,0.0277366
0.692692,-0.321466,0.00375345,-0.000208167
0.0732594,-0.508027,-0.0171035,0.000985108
0.0903459,-0.356795,0.0512281,0.0122282
0.0740864,-0.330004,-0.0171872,0.00101323
0.00978972,-0.39668,0.00192324,0.000769376
0.20018,-0.379723,0.0760228,0.0213935
0.17808,-0.257689,0.0722435,0.0198866
0.822922,-0.5041,0.0075734,-0.000120487
0.493533,-0.981681,0.0854236,-7.1271e-05
0.0636825,-0.689771,0.0418887,0.00945847
0.0389812,-0.433289,0.0299883,0.00645489
0.152616,-0.488625,0.0678101,0.0177634
0.27444,-0.118183,-0.0139126,0.0113942
0.178286,-0.982913,0.0767178,-5.18625e-05
0.503788,-0.168154,0.0781746,0.0365852
0.475851,-0.564493,0.0813985,-0.000237811
0.0708492,-0.20813,0.0441589,0.0103853
0.493164,-0.783171,0.0805106,-0.000119448
0.512757,-0.377805,0.0778402,0.0369105
0.7562,-0.238955,0.0432008,-0.00022937
0.711427,-0.985534,0.0534962,-6.08485e-05
0.830102,-0.16113,0.00759063,-0.000178972
0.234201,-0.0790899,0.0796835,0.0241714
0.0778233,-0.0846885,0.0465726,0.0129691
0.299219,-0.497761,0.0855387,0.0276308
0.0724007,-0.47548,0.0450554,0.0103767
0.0653751,-0.822695,0.0427574,-4.46517e-05
0.00997462,-0.494549,-0.000551079,0.000403421
0.62121,-0.145119,0.000987208,0.0305331
0.984349,-0.331767,0.00824992,-0.000112756
0.0748128,-0.984577,0.0483536,-2.89885e-05
0.333453,-0.982924,-0.013497,-3.29205e-05
0.599908,-0.515234,0.000389052,-0.000161398
0.128188,-0.874501,0.0628862,-5.89355e-05
0.313018,-0.672397,0.0864874,-0.000185116
0.156527,-0.138269,0.0679683,0.0186895
0.316892,-0.982936,0.0902898,-6.74049e-05
0.149516,-0.449917,-0.0185516,0.00449143
0.158225,-0.617857,0.0692292,0.0182322
0.0715638,-0.551848,0.0448758,0.0103019
0.271625,-0.836125,0.0847327,-9.95901e-05
0.0760264,-0.417174,-0.0173046,0.00108988
0.723913,-0.572227,0.0495669,-0.000143579
0.328518,-0.310491,0.0860134,0.0292307
0.413931,-0.98,0.0397389,-5.61711e-05
0.659467,-0.98,0.032113,-5.76545e-05
0.235553,-0.98,0.0330481,-4.14963e-05
