POI_x,POI_y,POI_z,phi,node1_x,node1_y,node1_z,node2_x,node2_y,node2_z,node3_x,node3_y,node3_z
0.00979496,0.0987866,0.0020033,-0.5,0,0.1,0,0.135368,0.132874,-0.0290474,0.0873244,0,-0.0281377,
0.134837,0.131505,-0.0187909,0.00376457
0.0882327,0,-0.0180163,-0.5
0.00921359,0,-0.00388712,-0.5
0.195424,1.80731e-22,-0.0174056,0.00705835
0.00820741,0.198218,0.00570884,0.00126731
0.0878607,0.984567,-0.0196152,-2.84994e-06
0.195571,0.982923,-0.0200579,-1.36654e-05
0.146874,0.847334,-0.0185738,-1.42401e-05
0.00993039,0.8909,-0.00117364,-8.91022e-07
0.00993502,0.791757,-0.00111185,-1.29122e-06
0.00418792,0.98095,0.000750336,-6.98444e-07
0.148177,0.556624,-0.0185747,0.00442028
0.244362,0.609401,-0.0151301,0.00964003
0.259623,0.260935,-0.0145567,0.0104986
0.0740864,0.330004,-0.0171872,0.00101298
0.0760264,0.417174,-0.0173046,0.00108977
0.437252,0.383544,-0.00658007,0.0203766
0.00986377,0.297256,0.00162501,0.000727845
0.309026,0.744399,-0.0118901,-5.39473e-05
0.0773319,0.631714,-0.0174266,0.00113489
0.153255,0.698212,-0.0184636,-2.62903e-05
0.504801,0.981678,-0.00774436,-3.82139e-05
0.00714762,0.693007,0.00699367,-8.41168e-06
0.265346,0.444249,-0.0141971,0.0108126
0.0775825,0.758832,-0.0174528,-5.24396e-06
0.110289,0.241908,-0.0186848,0.00255707
0.0732594,0.508027,-0.0171035,0.000985065
0.00997462,0.494549,-0.000551079,0.000403413
0.00985605,0.593755,0.00167278,0.000734522
0.497601,0.675263,-0.00381828,-8.87146e-05
0.507923,0.844551,-0.00325402,-5.57361e-05
0.377127,0.562645,-0.00885982,-0.000119077
0.445537,0.205591,-0.00636002,0.0208411
0.747128,0.742485,0.00573686,-7.24767e-05
0.712353,0.984451,0.00313355,-4.38787e-05
0.27444,0.118183,-0.0139126,0.0113685
0.692692,0.321466,0.00375345,-0.00018499
0.988869,0.981157,0.00453027,-4.12184e-05
0.0708492,0.20813,0.0441589,0.0102452
0.0715638,0.551848,0.0448758,0.0102987
0.711427,0.985534,0.0534962,-5.3069e-05
0.152616,0.488625,0.0678101,0.0177504
0.723913,0.572227,0.0495669,-0.000124751
0.318237,-4.20905e-21,0.0850337,0.0288267
0.234201,0.0790899,0.0796835,0.0240279
0.493648,2.71331e-22,0.0786597,0.0361882
0.980051,0,0.00100951,-0.000127745
0.503788,0.168154,0.0781746,0.036568
0.298314,0.170098,0.0847235,0.027653
0.271625,0.836125,0.0847327,-8.00704e-05
0.316892,0.982936,0.0902898,-5.59818e-05
0.17808,0.257689,0.0722435,0.0197852
0.333453,0.982924,-0.013497,-2.73409e-05
0.62121,0.145119,0.000987208,0.0305288
0.2927,0.88166,-0.0126277,-3.28736e-05
0.984349,0.331767,0.00824992,-0.00010568
0.149516,0.449917,-0.0185516,0.00449022
